x,y,z,yaw,pitch,roll
2.10,-2.49,0.70,-31.82,13.88,13.53
2.10,-2.49,0.70,-139.82,-10.12,-6.47
2.10,-2.49,0.70,4.18,-10.12,8.53
2.10,-2.49,0.70,4.18,6.88,-1.47
2.10,-2.49,0.70,-175.82,-3.12,8.53
2.10,-2.49,0.70,-67.82,-17.12,-6.47
2.10,-2.49,0.70,112.18,-10.12,3.53
2.10,-2.49,0.70,76.18,6.88,8.53
2.10,-2.49,0.70,-67.82,6.88,-11.47
2.10,-2.49,0.70,-31.82,-17.12,13.53
2.10,-2.49,0.70,-175.82,-10.12,8.53
2.10,-2.49,0.70,76.18,-17.12,13.53
2.10,-2.49,0.70,148.18,-17.12,13.53
2.10,-2.49,0.70,4.18,13.88,-1.47
2.10,-2.49,0.70,40.18,13.88,-1.47
2.10,-2.49,0.70,76.18,13.88,-1.47
2.10,-2.49,0.70,-67.82,13.88,-6.47
2.10,-2.49,0.70,148.18,-10.12,-11.47
2.10,-2.49,0.70,4.18,-10.12,-6.47
2.10,-2.49,0.70,-103.82,-17.12,13.53
2.10,-2.49,0.70,4.18,6.88,8.53
2.10,-2.49,0.70,112.18,-10.12,-1.47
2.10,-2.49,0.70,-31.82,-3.12,-1.47
2.10,-2.49,0.70,-139.82,13.88,-11.47
2.10,-2.49,0.70,-139.82,-3.12,-11.47
2.10,-2.49,0.70,-103.82,-10.12,3.53
2.10,-2.49,0.70,-31.82,6.88,-1.47
2.10,-2.49,0.70,-31.82,13.88,-1.47
2.10,-2.49,0.70,-67.82,-10.12,3.53
2.10,-2.49,0.70,40.18,-3.12,-11.47
2.10,-2.49,0.70,-67.82,-3.12,3.53
2.10,-2.49,0.70,112.18,-3.12,-6.47
2.10,-2.49,0.70,-139.82,13.88,-1.47
2.10,-2.49,0.70,76.18,-10.12,8.53
2.10,-2.49,0.70,4.18,13.88,-11.47
2.10,-2.49,0.70,148.18,-3.12,8.53
2.10,-2.49,0.70,4.18,-17.12,-6.47
2.10,-2.49,0.70,76.18,-10.12,-1.47
2.10,-2.49,0.70,-103.82,13.88,13.53
2.10,-2.49,0.70,4.18,13.88,3.53
2.10,-2.49,0.70,112.18,-17.12,3.53
2.10,-2.49,0.70,4.18,6.88,13.53
2.10,-2.49,0.70,-175.82,-10.12,3.53
2.10,-2.49,0.70,40.18,-3.12,-1.47
2.10,-2.49,0.70,112.18,6.88,-6.47
2.10,-2.49,0.70,148.18,-3.12,-6.47
2.10,-2.49,0.70,4.18,6.88,-11.47
2.10,-2.49,0.70,4.18,-17.12,13.53
2.10,-2.49,0.70,-139.82,-10.12,-1.47
2.10,-2.49,0.70,-175.82,6.88,13.53
2.10,-2.49,0.70,-139.82,-3.12,-1.47
2.10,-2.49,0.70,148.18,6.88,-6.47
2.10,-2.49,0.70,76.18,6.88,-11.47
2.10,-2.49,0.70,-103.82,-3.12,3.53
2.10,-2.49,0.70,148.18,-17.12,3.53
2.10,-2.49,0.70,-67.82,-17.12,13.53
2.10,-2.49,0.70,-175.82,-3.12,13.53
2.10,-2.49,0.70,-103.82,-17.12,3.53
2.10,-2.49,0.70,-103.82,13.88,-1.47
2.10,-2.49,0.70,40.18,13.88,-11.47
2.10,-2.49,0.70,-139.82,6.88,-11.47
2.10,-2.49,0.70,148.18,13.88,8.53
2.10,-2.49,0.70,-139.82,13.88,8.53
2.10,-2.49,0.70,-139.82,-3.12,3.53
2.10,-2.49,0.70,-31.82,6.88,8.53
2.10,-2.49,0.70,-139.82,13.88,-6.47
2.10,-2.49,0.70,-175.82,13.88,8.53
2.10,-2.49,0.70,148.18,-10.12,3.53
2.10,-2.49,0.70,4.18,-10.12,-11.47
2.10,-2.49,0.70,76.18,13.88,-11.47
2.10,-2.49,0.70,-139.82,-17.12,13.53
2.10,-2.49,0.70,-103.82,6.88,-6.47
2.10,-2.49,0.70,112.18,13.88,-6.47
2.10,-2.49,0.70,40.18,-3.12,13.53
2.10,-2.49,0.70,-175.82,-10.12,13.53
2.10,-2.49,0.70,148.18,-10.12,-1.47
2.10,-2.49,0.70,76.18,13.88,-6.47
2.10,-2.49,0.70,148.18,6.88,13.53
2.10,-2.49,0.70,112.18,-17.12,-11.47
2.10,-2.49,0.70,40.18,-3.12,3.53
2.10,-2.49,0.70,-139.82,-10.12,-11.47
2.10,-2.49,0.70,-103.82,-3.12,13.53
2.10,-2.49,0.70,-103.82,-10.12,8.53
2.10,-2.49,0.70,-103.82,-10.12,13.53
2.10,-2.49,0.70,-175.82,-3.12,-6.47
2.10,-2.49,0.70,-31.82,-10.12,-6.47
2.10,-2.49,0.70,112.18,-3.12,8.53
2.10,-2.49,0.70,-103.82,-10.12,-11.47
2.10,-2.49,0.70,148.18,-10.12,8.53
2.10,-2.49,0.70,-31.82,-10.12,3.53
2.10,-2.49,0.70,148.18,6.88,8.53
2.10,-2.49,0.70,-175.82,6.88,-11.47
2.10,-2.49,0.70,76.18,-3.12,3.53
2.10,-2.49,0.70,-31.82,13.88,3.53
2.10,-2.49,0.70,-67.82,-3.12,8.53
2.10,-2.49,0.70,-103.82,6.88,3.53
2.10,-2.49,0.70,-175.82,-3.12,-11.47
2.10,-2.49,0.70,4.18,13.88,8.53
2.10,-2.49,0.70,4.18,-3.12,-11.47
2.10,-2.49,0.70,-67.82,-17.12,8.53
2.10,-2.49,0.70,-175.82,6.88,-6.47
2.10,-2.49,0.70,-67.82,-3.12,13.53
2.10,-2.49,0.70,-103.82,6.88,8.53
2.10,-2.49,0.70,-139.82,-10.12,3.53
2.10,-2.49,0.70,-175.82,-3.12,3.53
2.10,-2.49,0.70,-67.82,-10.12,13.53
2.10,-2.49,0.70,112.18,6.88,-1.47
2.10,-2.49,0.70,-67.82,6.88,-1.47
2.10,-2.49,0.70,-31.82,-3.12,8.53
2.10,-2.49,0.70,-103.82,13.88,3.53
2.10,-2.49,0.70,-31.82,13.88,-6.47
2.10,-2.49,0.70,-67.82,13.88,3.53
2.10,-2.49,0.70,148.18,6.88,-1.47
2.10,-2.49,0.70,76.18,-3.12,-1.47
2.10,-2.49,0.70,-103.82,-3.12,-11.47
2.10,-2.49,0.70,-31.82,13.88,8.53
2.10,-2.49,0.70,40.18,-17.12,3.53
2.10,-2.49,0.70,112.18,-17.12,-6.47
2.10,-2.49,0.70,148.18,-17.12,-11.47
2.10,-2.49,0.70,76.18,-17.12,-11.47
2.10,-2.49,0.70,112.18,-3.12,3.53
2.10,-2.49,0.70,4.18,-3.12,-6.47
2.10,-2.49,0.70,-103.82,-10.12,-6.47
2.10,-2.49,0.70,76.18,-10.12,-6.47
2.10,-2.49,0.70,112.18,-17.12,-1.47
2.10,-2.49,0.70,40.18,-10.12,-6.47
2.10,-2.49,0.70,148.18,-3.12,3.53
2.10,-2.49,0.70,-175.82,-17.12,-1.47
2.10,-2.49,0.70,-67.82,-17.12,3.53
2.10,-2.49,0.70,-67.82,-3.12,-1.47
2.10,-2.49,0.70,76.18,-17.12,3.53
2.10,-2.49,0.70,-175.82,13.88,-11.47
2.10,-2.49,0.70,148.18,13.88,13.53
2.10,-2.49,0.70,112.18,-17.12,8.53
2.10,-2.49,0.70,4.18,-3.12,8.53
2.10,-2.49,0.70,4.18,-10.12,13.53
0.60,-2.49,1.30,-85.10,17.75,3.74
0.60,-2.49,1.30,58.90,-6.25,13.74
0.60,-2.49,1.30,-121.10,10.75,-11.26
0.60,-2.49,1.30,94.90,10.75,-6.26
0.60,-2.49,1.30,130.90,17.75,8.74
0.60,-2.49,1.30,-13.10,10.75,8.74
0.60,-2.49,1.30,22.90,17.75,-11.26
0.60,-2.49,1.30,-157.10,3.75,3.74
0.60,-2.49,1.30,130.90,3.75,3.74
0.60,-2.49,1.30,-49.10,3.75,-1.26
0.60,-2.49,1.30,-49.10,17.75,-1.26
0.60,-2.49,1.30,22.90,3.75,3.74
0.60,-2.49,1.30,-85.10,-6.25,8.74
0.60,-2.49,1.30,166.90,10.75,-6.26
0.60,-2.49,1.30,130.90,-13.25,13.74
0.60,-2.49,1.30,-157.10,3.75,13.74
0.60,-2.49,1.30,-49.10,-13.25,3.74
0.60,-2.49,1.30,58.90,10.75,8.74
0.60,-2.49,1.30,-85.10,10.75,-6.26
0.60,-2.49,1.30,-121.10,17.75,-11.26
0.60,-2.49,1.30,-157.10,-13.25,-11.26
0.60,-2.49,1.30,-49.10,-6.25,-1.26
0.60,-2.49,1.30,-121.10,-13.25,-6.26
0.60,-2.49,1.30,-13.10,-6.25,3.74
0.60,-2.49,1.30,-121.10,-6.25,8.74
0.60,-2.49,1.30,-85.10,-13.25,-1.26
0.60,-2.49,1.30,58.90,17.75,-11.26
0.60,-2.49,1.30,130.90,-6.25,-11.26
0.60,-2.49,1.30,-13.10,-13.25,-1.26
0.60,-2.49,1.30,-121.10,-6.25,13.74
0.60,-2.49,1.30,58.90,17.75,13.74
0.60,-2.49,1.30,-85.10,3.75,8.74
0.60,-2.49,1.30,130.90,10.75,13.74
0.60,-2.49,1.30,130.90,3.75,-6.26
0.60,-2.49,1.30,130.90,17.75,-11.26
0.60,-2.49,1.30,130.90,10.75,-6.26
0.60,-2.49,1.30,-49.10,-6.25,8.74
0.60,-2.49,1.30,-13.10,-6.25,-11.26
0.60,-2.49,1.30,166.90,10.75,-1.26
0.60,-2.49,1.30,130.90,3.75,-11.26
0.60,-2.49,1.30,130.90,17.75,3.74
0.60,-2.49,1.30,58.90,10.75,-11.26
0.60,-2.49,1.30,130.90,10.75,8.74
0.60,-2.49,1.30,-121.10,10.75,-6.26
0.60,-2.49,1.30,-121.10,-13.25,13.74
0.60,-2.49,1.30,94.90,10.75,8.74
0.60,-2.49,1.30,166.90,-13.25,3.74
0.60,-2.49,1.30,58.90,3.75,3.74
0.60,-2.49,1.30,-157.10,17.75,13.74
0.60,-2.49,1.30,-157.10,-13.25,-6.26
0.60,-2.49,1.30,130.90,-6.25,-1.26
0.60,-2.49,1.30,130.90,10.75,3.74
0.60,-2.49,1.30,-49.10,3.75,-11.26
0.60,-2.49,1.30,-121.10,-6.25,-6.26
0.60,-2.49,1.30,58.90,10.75,-6.26
0.60,-2.49,1.30,-157.10,17.75,-1.26
0.60,-2.49,1.30,22.90,3.75,8.74
0.60,-2.49,1.30,-157.10,-6.25,3.74
0.60,-2.49,1.30,-49.10,17.75,13.74
0.60,-2.49,1.30,94.90,-6.25,-11.26
0.60,-2.49,1.30,-121.10,17.75,-1.26
0.60,-2.49,1.30,166.90,17.75,13.74
0.60,-2.49,1.30,94.90,10.75,-1.26
0.60,-2.49,1.30,22.90,3.75,-6.26
0.60,-2.49,1.30,166.90,17.75,-11.26
0.60,-2.49,1.30,-13.10,17.75,3.74
0.60,-2.49,1.30,166.90,-6.25,-1.26
0.60,-2.49,1.30,94.90,17.75,-6.26
0.60,-2.49,1.30,-13.10,-13.25,8.74
0.60,-2.49,1.30,130.90,17.75,-1.26
0.60,-2.49,1.30,58.90,-13.25,3.74
0.60,-2.49,1.30,94.90,-6.25,13.74
0.60,-2.49,1.30,-13.10,-6.25,13.74
0.60,-2.49,1.30,-13.10,17.75,8.74
0.60,-2.49,1.30,166.90,3.75,-11.26
0.60,-2.49,1.30,-49.10,-6.25,-6.26
0.60,-2.49,1.30,22.90,-6.25,-11.26
0.60,-2.49,1.30,-121.10,-13.25,8.74
0.60,-2.49,1.30,94.90,-13.25,-1.26
0.60,-2.49,1.30,-49.10,10.75,-1.26
0.60,-2.49,1.30,94.90,-13.25,13.74
0.60,-2.49,1.30,-121.10,10.75,8.74
0.60,-2.49,1.30,-85.10,10.75,8.74
0.60,-2.49,1.30,166.90,-6.25,-6.26
0.60,-2.49,1.30,58.90,-13.25,-11.26
0.60,-2.49,1.30,-13.10,17.75,-6.26
0.60,-2.49,1.30,-49.10,-13.25,8.74
0.60,-2.49,1.30,94.90,-6.25,8.74
0.60,-2.49,1.30,-49.10,-13.25,-11.26
0.60,-2.49,1.30,94.90,-13.25,8.74
0.60,-2.49,1.30,58.90,3.75,-6.26
0.60,-2.49,1.30,166.90,17.75,8.74
0.60,-2.49,1.30,130.90,-13.25,-11.26
0.60,-2.49,1.30,130.90,17.75,-6.26
0.60,-2.49,1.30,-157.10,17.75,-6.26
0.60,-2.49,1.30,58.90,10.75,13.74
0.60,-2.49,1.30,-121.10,3.75,-6.26
0.60,-2.49,1.30,-85.10,10.75,3.74
0.60,-2.49,1.30,-85.10,-6.25,-11.26
0.60,-2.49,1.30,-49.10,10.75,8.74
0.60,-2.49,1.30,22.90,17.75,-6.26
0.60,-2.49,1.30,-157.10,17.75,-11.26
0.60,-2.49,1.30,-121.10,10.75,13.74
0.60,-2.49,1.30,-85.10,3.75,-1.26
0.60,-2.49,1.30,-85.10,-13.25,3.74
0.60,-2.49,1.30,-85.10,-13.25,13.74
0.60,-2.49,1.30,22.90,10.75,13.74
0.60,-2.49,1.30,166.90,10.75,-11.26
0.60,-2.49,1.30,-13.10,-6.25,-6.26
0.60,-2.49,1.30,94.90,10.75,13.74
0.60,-2.49,1.30,-121.10,17.75,8.74
0.60,-2.49,1.30,94.90,3.75,13.74
0.60,-2.49,1.30,-13.10,10.75,13.74
0.60,-2.49,1.30,-121.10,17.75,-6.26
0.60,-2.49,1.30,130.90,3.75,8.74
0.60,-2.49,1.30,-85.10,-6.25,-6.26
0.60,-2.49,1.30,22.90,17.75,-1.26
0.60,-2.49,1.30,-49.10,3.75,8.74
0.60,-2.49,1.30,22.90,3.75,-11.26
0.60,-2.49,1.30,-49.10,3.75,3.74
0.60,-2.49,1.30,-13.10,-6.25,-1.26
0.60,-2.49,1.30,94.90,3.75,-11.26
0.60,-2.49,1.30,58.90,-6.25,-11.26
0.60,-2.49,1.30,130.90,17.75,13.74
0.60,-2.49,1.30,-157.10,-13.25,3.74
0.60,-2.49,1.30,166.90,-13.25,-6.26
0.60,-2.49,1.30,166.90,3.75,-1.26
0.60,-2.49,1.30,94.90,17.75,13.74
0.60,-2.49,1.30,-85.10,17.75,8.74
0.60,-2.49,1.30,130.90,-13.25,8.74
0.60,-2.49,1.30,-121.10,-6.25,3.74
0.60,-2.49,1.30,-157.10,10.75,3.74
0.60,-2.49,1.30,-13.10,-13.25,-11.26
0.60,-2.49,1.30,-157.10,17.75,8.74
0.60,-2.49,1.30,58.90,3.75,13.74
0.60,-2.49,1.30,22.90,10.75,-1.26
0.60,-2.49,1.30,-85.10,-13.25,-11.26
0.60,-2.49,1.30,166.90,17.75,3.74
0.60,-2.49,1.30,-49.10,17.75,-6.26
0.60,-2.49,1.30,94.90,10.75,-11.26
0.60,-2.49,1.30,-157.10,3.75,-1.26
0.60,-2.49,1.30,166.90,-13.25,13.74
0.60,-2.49,1.30,-157.10,10.75,-1.26
0.60,-2.49,1.30,-121.10,-13.25,3.74
0.60,-2.49,1.30,-49.10,-13.25,13.74
0.60,-2.49,1.30,130.90,-13.25,-6.26
0.60,-2.49,1.30,-121.10,17.75,13.74
0.60,-2.49,1.30,-85.10,17.75,13.74
0.60,-2.49,1.30,-121.10,10.75,3.74
0.60,-2.49,1.30,-13.10,10.75,-6.26
0.60,-2.49,1.30,-49.10,10.75,-6.26
0.60,-2.49,1.30,-85.10,3.75,-6.26
0.60,-2.49,1.30,-157.10,10.75,13.74
0.60,-2.49,1.30,22.90,-13.25,13.74
0.60,-2.49,1.30,-13.10,3.75,8.74
0.60,-2.49,1.30,-157.10,-6.25,8.74
0.60,-2.49,1.30,166.90,3.75,-6.26
0.60,-2.49,1.30,-157.10,10.75,8.74
0.60,-2.49,1.30,58.90,-6.25,8.74
0.60,-2.49,1.30,166.90,-13.25,-1.26
0.60,-2.49,1.30,58.90,-6.25,-1.26
0.60,-2.49,1.30,-121.10,3.75,-11.26
0.60,-2.49,1.30,-49.10,3.75,13.74
0.60,-2.49,1.30,22.90,-6.25,13.74
0.60,-2.49,1.30,22.90,10.75,8.74
0.60,-2.49,1.30,-49.10,-6.25,13.74
0.60,-2.49,1.30,58.90,-6.25,3.74
0.60,-2.49,1.30,-49.10,17.75,-11.26
0.60,-2.49,1.30,58.90,3.75,-1.26
0.60,-2.49,1.30,-13.10,3.75,3.74
0.60,-2.49,1.30,-157.10,-13.25,-1.26
0.60,-2.49,1.30,-121.10,10.75,-1.26
0.60,-2.49,1.30,22.90,-6.25,8.74
0.60,-2.49,1.30,-49.10,10.75,-11.26
0.60,-2.49,1.30,94.90,-13.25,-6.26
0.60,-2.49,1.30,-49.10,-13.25,-1.26
0.60,-2.49,1.30,-157.10,-6.25,13.74
0.60,-2.49,1.30,-13.10,-13.25,3.74
0.60,-2.49,1.30,-85.10,10.75,-11.26
0.60,-2.49,1.30,94.90,17.75,8.74
0.60,-2.49,1.30,-157.10,3.75,-11.26
0.60,-2.49,1.30,-13.10,10.75,3.74
0.60,-2.49,1.30,94.90,10.75,3.74
0.60,-2.49,1.30,-157.10,10.75,-11.26
0.60,-2.49,1.30,22.90,17.75,8.74
0.60,-2.49,1.30,130.90,-6.25,-6.26
0.60,-2.49,1.30,166.90,10.75,13.74
0.60,-2.49,1.30,-13.10,10.75,-1.26
0.60,-2.49,1.30,-157.10,3.75,-6.26
0.60,-2.49,1.30,58.90,17.75,-1.26
0.60,-2.49,1.30,130.90,-13.25,3.74
0.60,-2.49,1.30,-121.10,3.75,3.74
0.60,-2.49,1.30,-13.10,3.75,-6.26
0.60,-2.49,1.30,58.90,17.75,3.74
0.60,-2.49,1.30,166.90,-6.25,8.74
0.60,-2.49,1.30,94.90,17.75,-1.26
0.60,-2.49,1.30,-121.10,-13.25,-11.26
0.60,-2.49,1.30,94.90,-13.25,-11.26
0.60,-2.49,1.30,-157.10,17.75,3.74
0.60,-2.49,1.30,58.90,10.75,-1.26
-0.10,-2.49,1.30,161.70,-16.96,13.38
-0.10,-2.49,1.30,161.70,0.04,13.38
-0.10,-2.49,1.30,-54.30,-16.96,-1.62
-0.10,-2.49,1.30,161.70,7.04,-6.62
-0.10,-2.49,1.30,125.70,14.04,3.38
-0.10,-2.49,1.30,-162.30,-16.96,-1.62
-0.10,-2.49,1.30,-126.30,7.04,13.38
-0.10,-2.49,1.30,-90.30,0.04,-1.62
-0.10,-2.49,1.30,89.70,0.04,-1.62
-0.10,-2.49,1.30,-54.30,0.04,-11.62
-0.10,-2.49,1.30,53.70,-9.96,3.38
-0.10,-2.49,1.30,161.70,-16.96,8.38
-0.10,-2.49,1.30,161.70,14.04,-6.62
-0.10,-2.49,1.30,-54.30,-16.96,8.38
-0.10,-2.49,1.30,-90.30,0.04,13.38
-0.10,-2.49,1.30,-18.30,0.04,13.38
-0.10,-2.49,1.30,161.70,14.04,-11.62
-0.10,-2.49,1.30,-18.30,7.04,-1.62
-0.10,-2.49,1.30,-90.30,-9.96,8.38
-0.10,-2.49,1.30,89.70,7.04,-11.62
-0.10,-2.49,1.30,-18.30,7.04,-11.62
-0.10,-2.49,1.30,161.70,7.04,8.38
-0.10,-2.49,1.30,53.70,0.04,-6.62
-0.10,-2.49,1.30,-90.30,14.04,13.38
-0.10,-2.49,1.30,-90.30,-9.96,-11.62
-0.10,-2.49,1.30,125.70,0.04,-1.62
-0.10,-2.49,1.30,-18.30,7.04,8.38
-0.10,-2.49,1.30,89.70,7.04,3.38
-0.10,-2.49,1.30,-90.30,0.04,-6.62
-0.10,-2.49,1.30,-54.30,7.04,-1.62
-0.10,-2.49,1.30,125.70,-9.96,3.38
-0.10,-2.49,1.30,125.70,7.04,-6.62
-0.10,-2.49,1.30,53.70,0.04,-1.62
-0.10,-2.49,1.30,-126.30,-9.96,13.38
-0.10,-2.49,1.30,-126.30,7.04,-6.62
-0.10,-2.49,1.30,-126.30,0.04,-1.62
-0.10,-2.49,1.30,89.70,-9.96,-6.62
-0.10,-2.49,1.30,-162.30,7.04,8.38
-0.10,-2.49,1.30,89.70,-16.96,8.38
-0.10,-2.49,1.30,-126.30,14.04,13.38
-0.10,-2.49,1.30,-18.30,-16.96,3.38
-0.10,-2.49,1.30,-54.30,0.04,-6.62
-0.10,-2.49,1.30,125.70,-16.96,13.38
-0.10,-2.49,1.30,-18.30,-16.96,13.38
-0.10,-2.49,1.30,-126.30,-9.96,-6.62
-0.10,-2.49,1.30,-90.30,-16.96,-11.62
-0.10,-2.49,1.30,89.70,14.04,3.38
-0.10,-2.49,1.30,-54.30,14.04,3.38
-0.10,-2.49,1.30,161.70,-9.96,-11.62
-0.10,-2.49,1.30,17.70,0.04,-6.62
-0.10,-2.49,1.30,-90.30,14.04,-6.62
-0.10,-2.49,1.30,125.70,14.04,8.38
-0.10,-2.49,1.30,125.70,0.04,3.38
-0.10,-2.49,1.30,-126.30,0.04,-11.62
-0.10,-2.49,1.30,-54.30,7.04,-6.62
-0.10,-2.49,1.30,125.70,-16.96,-11.62
-0.10,-2.49,1.30,161.70,-9.96,3.38
-0.10,-2.49,1.30,-90.30,14.04,3.38
-0.10,-2.49,1.30,17.70,-16.96,-11.62
-0.10,-2.49,1.30,-18.30,14.04,-6.62
-0.10,-2.49,1.30,-126.30,-9.96,8.38
-0.10,-2.49,1.30,125.70,-9.96,-11.62
-0.10,-2.49,1.30,17.70,0.04,13.38
-0.10,-2.49,1.30,-162.30,7.04,3.38
-0.10,-2.49,1.30,-162.30,-16.96,13.38
-0.10,-2.49,1.30,-162.30,0.04,3.38
-0.10,-2.49,1.30,-54.30,14.04,-6.62
-0.10,-2.49,1.30,17.70,-9.96,-6.62
-0.10,-2.49,1.30,53.70,14.04,-11.62
-0.10,-2.49,1.30,53.70,14.04,-6.62
-0.10,-2.49,1.30,-162.30,-9.96,-11.62
-0.10,-2.49,1.30,17.70,0.04,-11.62
-0.10,-2.49,1.30,-90.30,-16.96,8.38
-0.10,-2.49,1.30,-90.30,14.04,-11.62
-0.10,-2.49,1.30,17.70,7.04,-6.62
-0.10,-2.49,1.30,161.70,-16.96,-11.62
-0.10,-2.49,1.30,-18.30,0.04,-11.62
-0.10,-2.49,1.30,-90.30,-16.96,3.38
-0.10,-2.49,1.30,125.70,7.04,13.38
-0.10,-2.49,1.30,89.70,-16.96,3.38
-0.10,-2.49,1.30,89.70,-9.96,13.38
-0.10,-2.49,1.30,89.70,-16.96,-6.62
-0.10,-2.49,1.30,-54.30,7.04,3.38
-0.10,-2.49,1.30,-54.30,-9.96,8.38
-0.10,-2.49,1.30,-54.30,7.04,-11.62
-0.10,-2.49,1.30,53.70,7.04,-6.62
-0.10,-2.49,1.30,53.70,-9.96,-11.62
-0.10,-2.49,1.30,-18.30,-16.96,8.38
-0.10,-2.49,1.30,-162.30,7.04,-6.62
-0.10,-2.49,1.30,53.70,7.04,8.38
-0.10,-2.49,1.30,89.70,7.04,-6.62
-0.10,-2.49,1.30,17.70,-9.96,8.38
-0.10,-2.49,1.30,125.70,-9.96,-6.62
-0.10,-2.49,1.30,-54.30,0.04,8.38
-0.10,-2.49,1.30,-90.30,0.04,8.38
-0.10,-2.49,1.30,-54.30,-9.96,-11.62
-0.10,-2.49,1.30,89.70,-16.96,-1.62
-0.10,-2.49,1.30,-90.30,14.04,8.38
-0.10,-2.49,1.30,125.70,-16.96,-6.62
-0.10,-2.49,1.30,-162.30,-16.96,-6.62
-0.10,-2.49,1.30,-162.30,14.04,13.38
-0.10,-2.49,1.30,17.70,14.04,3.38
-0.10,-2.49,1.30,17.70,-9.96,-11.62
-0.10,-2.49,1.30,-54.30,-16.96,13.38
-0.10,-2.49,1.30,89.70,0.04,-6.62
-0.10,-2.49,1.30,-162.30,0.04,-11.62
-0.10,-2.49,1.30,-162.30,-9.96,3.38
-0.10,-2.49,1.30,161.70,0.04,-1.62
-0.10,-2.49,1.30,-126.30,0.04,8.38
-0.10,-2.49,1.30,17.70,14.04,-6.62
-0.10,-2.49,1.30,-126.30,7.04,8.38
-0.10,-2.49,1.30,-162.30,14.04,3.38
-0.10,-2.49,1.30,-126.30,-16.96,8.38
-0.10,-2.49,1.30,89.70,7.04,-1.62
-0.10,-2.49,1.30,-18.30,0.04,8.38
-0.10,-2.49,1.30,-90.30,-9.96,-6.62
-0.10,-2.49,1.30,125.70,-9.96,-1.62
-0.10,-2.49,1.30,-162.30,0.04,13.38
-0.10,-2.49,1.30,-18.30,7.04,13.38
-0.10,-2.49,1.30,-90.30,-16.96,-6.62
-0.10,-2.49,1.30,17.70,7.04,-11.62
-0.10,-2.49,1.30,-126.30,-9.96,-11.62
-0.10,-2.49,1.30,-162.30,14.04,8.38
-0.10,-2.49,1.30,125.70,0.04,-11.62
-0.10,-2.49,1.30,125.70,-16.96,8.38
-0.10,-2.49,1.30,53.70,-16.96,3.38
-0.10,-2.49,1.30,89.70,0.04,13.38
-0.10,-2.49,1.30,125.70,0.04,-6.62
-0.10,-2.49,1.30,-54.30,14.04,13.38
-0.10,-2.49,1.30,53.70,7.04,-11.62
-0.10,-2.49,1.30,-162.30,0.04,8.38
-0.10,-2.49,1.30,-126.30,14.04,3.38
-0.10,-2.49,1.30,-54.30,-16.96,3.38
-0.10,-2.49,1.30,-126.30,14.04,-11.62
-0.10,-2.49,1.30,-54.30,-9.96,-1.62
-0.10,-2.49,1.30,53.70,7.04,-1.62
-0.10,-2.49,1.30,125.70,7.04,8.38
-0.10,-2.49,1.30,53.70,-9.96,-6.62
-0.10,-2.49,1.30,125.70,7.04,3.38
-0.10,-2.49,1.30,17.70,14.04,-1.62
-0.10,-2.49,1.30,53.70,7.04,13.38
-0.10,-2.49,1.30,-162.30,-9.96,13.38
-0.10,-2.49,1.30,-54.30,14.04,-1.62
-0.10,-2.49,1.30,-54.30,-9.96,13.38
-0.10,-2.49,1.30,-54.30,0.04,3.38
-0.10,-2.49,1.30,-18.30,14.04,3.38
-0.10,-2.49,1.30,17.70,-16.96,8.38
-0.10,-2.49,1.30,161.70,-9.96,8.38
-0.10,-2.49,1.30,-162.30,14.04,-11.62
-0.10,-2.49,1.30,125.70,7.04,-1.62
-0.10,-2.49,1.30,-90.30,-16.96,-1.62
-0.10,-2.49,1.30,161.70,7.04,-11.62
-0.10,-2.49,1.30,-126.30,7.04,-11.62
-0.10,-2.49,1.30,17.70,-9.96,-1.62
-0.10,-2.49,1.30,53.70,7.04,3.38
-0.10,-2.49,1.30,-126.30,14.04,-1.62
-0.10,-2.49,1.30,-126.30,7.04,3.38
-0.10,-2.49,1.30,-162.30,0.04,-1.62
-0.10,-2.49,1.30,53.70,0.04,-11.62
-0.10,-2.49,1.30,89.70,-9.96,8.38
-0.10,-2.49,1.30,53.70,-16.96,-1.62
-0.10,-2.49,1.30,-162.30,7.04,-1.62
-0.10,-2.49,1.30,17.70,-9.96,3.38
-0.10,-2.49,1.30,89.70,0.04,-11.62
-0.10,-2.49,1.30,53.70,-9.96,13.38
-0.10,-2.49,1.30,17.70,-16.96,-1.62
-0.10,-2.49,1.30,17.70,7.04,3.38
-0.10,-2.49,1.30,89.70,-9.96,-11.62
-0.10,-2.49,1.30,-126.30,0.04,3.38
-0.10,-2.49,1.30,89.70,-9.96,3.38
-0.10,-2.49,1.30,161.70,-16.96,-6.62
-0.10,-2.49,1.30,53.70,-9.96,8.38
-0.10,-2.49,1.30,53.70,-9.96,-1.62
-0.10,-2.49,1.30,-54.30,14.04,-11.62
-0.10,-2.49,1.30,-18.30,14.04,-1.62
-0.10,-2.49,1.30,17.70,14.04,13.38
-0.10,-2.49,1.30,89.70,0.04,3.38
-0.10,-2.49,1.30,-126.30,-16.96,3.38
-0.10,-2.49,1.30,-18.30,-9.96,13.38
-0.10,-2.49,1.30,-162.30,7.04,13.38
-0.10,-2.49,1.30,125.70,14.04,13.38
-0.10,-2.49,1.30,161.70,-9.96,-6.62
-0.10,-2.49,1.30,17.70,14.04,8.38
-0.10,-2.49,1.30,125.70,0.04,13.38
-0.10,-2.49,1.30,53.70,-16.96,-6.62
